/* DATA DESCRIPTION:
Citation:	Rojo, Maxence; Noer, Gunnar; Claud, Chantal (2019): Polar Low tracks in the Norwegian Sea and the Barents Sea from 1999 until 2019. PANGAEA, https://doi.org/10.1594/PANGAEA.903058, 
	Supplement to: Rojo, Maxence; Claud, Chantal; Noer, Gunnar; Carleton, Andrew M (2019): In Situ Measurements of Surface Winds, Waves, and Sea State in Polar Lows Over the North Atlantic. Journal of Geophysical Research: Atmospheres, 124(2), 700-718, https://doi.org/10.1029/2017JD028079
Abstract:	List of Polar Low (PL) events over the Nordic seas and their associated tracking for the period November 1999 until March 2018 using AVHRR imagery.
Related to:	Rojo, Maxence; Claud, Chantal; Mallet, Paul-Etienne; Noer, Gunnar; Carleton, Andrew M; Vicomte, Marie (2015): Polar low tracks over the Nordic Seas: a 14-winter climatic analysis. Tellus Series A-Dynamic Meteorology and Oceanography, 67(1), 24660, https://doi.org/10.3402/tellusa.v67.24660
Coverage:	MEDIAN LATITUDE: 71.099792 * MEDIAN LONGITUDE: 17.603222 * SOUTH-BOUND LATITUDE: 51.000000 * WEST-BOUND LONGITUDE: -32.000000 * NORTH-BOUND LATITUDE: 81.000000 * EAST-BOUND LONGITUDE: 81.000000
	DATE/TIME START: 1999-12-19T04:16:00 * DATE/TIME END: 2019-05-03T05:46:00
Event(s):	NordicSeas_NAtlantic * LATITUDE: 71.600000 * LONGITUDE: 18.000000 * LOCATION: Nordic Seas * METHOD/DEVICE: Satellite remote sensing (SAT)
Parameter(s):	Identification (ID) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * COMMENT: PolarLowID
	DATE/TIME (Date/Time) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Season (Season) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Observation (Obs) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LATITUDE (Latitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LONGITUDE (Longitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Optional value of approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Morphology (Morphology) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL at the time of observation, S = Spiraliform, C = Comma shaped, MGR = Merry-go-round, W = Wave system, U = Undefined, T = Transition between different forms, H = Hybrid, - = Systems don't appear completely on imagery
	Stage (Stage) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL development at the time of observation, F = Formation, M = Mature, D = Decay
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Specific mentions about PL
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Added from visual inspection of historical NOAA AVHRR images only, without support of observations or NWP
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Denotes uncertainties in visual inspection, and/or notes of the MET-NO list
	Pressure, atmospheric, minimum [hPa] (PPPP min) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Minimum pressure level recorded during PL lifecycle. Empty cells indicate that MSLP is not available.
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Maximum 10 minute 10m wind speed observed (in knots). Empty cells indicate that Max wind speed is omitted; #35 = 35-40
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Max 3 sec. gusts during PL lifecycle; #52 = 52(60)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	34555 data points
*/
ID (PolarLowID)	Date/Time	Season	Obs	Latitude	Longitude	Ø [km] (Approximative diameter of a c...)	Ø [km] (Optional value of approximati...)	Morphology (of PL at the time of observat...)	Stage (of PL development at the time...)	Comment (Specific mentions about PL)	Comment (Added from visual inspection ...)	Comment (Denotes uncertainties in visu...)	PPPP min [hPa] (Minimum pressure level record...)	ff gust [arbitrary units] (Maximum 10 minute 10m wind sp...)	ff gust [arbitrary units] (Max 3 sec. gusts during PL li...)
187	2013-03-30T12:37	2012/2013	5	73.2	17.5	240		C	M	Multiple	-				
187	2013-03-30T19:09	2012/2013	6	73.0	18.5	230		S	M	Multiple	-				
187	2013-03-30T20:48	2012/2013	7	73.2	19.5	230		S	M	Multiple	-				
187	2013-03-31T01:29	2012/2013	8	73.0	20.0	240		S	M	Multiple	-				
187	2013-03-31T03:11	2012/2013	9	73.0	20.0	240		S	M	Multiple	-				
187	2013-03-31T08:56	2012/2013	10	72.5	20.0	300		S	M	Multiple	-				
187	2013-03-31T11:25	2012/2013	11	72.3	20.5	380		S	M	Multiple	-				
187	2013-03-31T18:48	2012/2013	12	72.3	23.5	440		S	M	Multiple	-				
187	2013-03-31T20:27	2012/2013	13	72.3	24.0	490		S	M	Multiple	-				
187	2013-04-01T01:19	2012/2013	14	72.5	27.0	400		S	M	Multiple	-				
187	2013-04-01T04:40	2012/2013	15	72.5	27.5	390		S	D	Multiple	-				
187.b	2013-03-30T03:21	2012/2013	1	73.5	30.0	470		S	M	Multiple	-				
187.b	2013-03-30T05:01	2012/2013	2	73.5	30.0	470		S	M	Multiple	-				
187.b	2013-03-30T06:40	2012/2013	3	73.5	30.0			S	M	Multiple	-				
187.b	2013-03-30T09:17	2012/2013	4	73.3	29.5	430		S	M	Multiple	-				
187.b	2013-03-30T10:58	2012/2013	5	73.2	30.0	410		S	M	Multiple	-				
187.b	2013-03-30T12:37	2012/2013	6	72.8	30.5			S	M	Multiple	-				
187.b	2013-03-30T19:09	2012/2013	7	73.0	34.0	370		S	M	Multiple	-				
187.b	2013-03-31T01:29	2012/2013	8	71.5	36.0	340		W	M	Multiple	-				
187.b	2013-03-31T03:11	2012/2013	9	71.3	37.5	260		W	M	Multiple	-				
187.b	2013-03-31T08:56	2012/2013	10	71.1	42.0	260		W	D	Multiple	-				
188	2013-03-31T22:08	2012/2013	1	73.0	-6.5	350		W	F	Multiple_Traversing_centre	-		999		
188	2013-04-01T01:19	2012/2013	2	72.5	-4.0	380		W	M	Multiple_Traversing_centre	-		999		
188	2013-04-01T04:40	2012/2013	3	72.0	-2.5	350		W	M	Multiple_Traversing_centre	-		999		
188	2013-04-01T06:19	2012/2013	4	71.5	-1.5	280		W	M	Multiple_Traversing_centre	-		999		
188	2013-04-01T09:35	2012/2013	5	70.7	2.0	230		W	M	Multiple_Traversing_centre	-		999		
188	2013-04-01T11:14	2012/2013	6	71.0	5.0	240		W	M	Multiple_Traversing_centre	-		999		
188	2013-04-01T12:54	2012/2013	7	70.6	6.0	260		W	M	Multiple_Traversing_centre	-		999		
188	2013-04-01T18:28	2012/2013	8	68.7	10.2	240		W	D	Multiple_Traversing_centre	-		999		
188	2013-04-01T20:07	2012/2013	9	68.5	12.5	250		W	D	Multiple_Traversing_centre	-		999		
188.b	2013-03-31T22:08	2012/2013	1	71.8	-1.5	220		W	F	Multiple_Traversing_centre	-				
188.b	2013-04-01T01:19	2012/2013	2	71.2	2.0	220		W	F	Multiple_Traversing_centre	-				
188.b	2013-04-01T04:40	2012/2013	3	71.3	4.0	240		W	M	Multiple_Traversing_centre	-				
188.b	2013-04-01T06:19	2012/2013	4	71.5	4.5	250		W	M	Multiple_Traversing_centre	-				
188.b	2013-04-01T09:35	2012/2013	5	71.5	5.0	260		W	M	Multiple_Traversing_centre	-				
188.b	2013-04-01T11:14	2012/2013	6	71.5	8.5	240		W	M	Multiple_Traversing_centre	-				
188.b	2013-04-01T12:54	2012/2013	7	71.0	9.5	240		W	M	Multiple_Traversing_centre	-				
188.b	2013-04-01T18:28	2012/2013	8	70.5	12.0	180		W	M	Multiple_Traversing_centre	-				
188.b	2013-04-01T20:07	2012/2013	9	69.8	15.0	180		W	M	Multiple_Traversing_centre	-				
188.b	2013-04-02T01:08	2012/2013	10	70.0	15.5	200		C	M	Multiple_Traversing_centre	-				
188.b	2013-04-02T02:49	2012/2013	11	69.5	17.5	220		C	M	Multiple_Traversing_centre	-				
188.b	2013-04-02T04:29	2012/2013	12	69.2	18.0			-	D	Multiple_Traversing_centre	-				
189	2013-04-03T04:19	2012/2013	1	74.0	17.0	250		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-03T05:58	2012/2013	2	74.0	16.5	280		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-03T09:14	2012/2013	3	74.5	16.0	340		U - C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-03T10:53	2012/2013	4	74.5	15.0	380		U - C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-03T12:54	2012/2013	5	74.2	14.5	350		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-03T19:26	2012/2013	6	73.7	8.0	340		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-03T21:05	2012/2013	7	73.5	6.8	360		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-04T00:46	2012/2013	8	71.0	6.5	340		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-04T02:28	2012/2013	9	70.5	6.5	350		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-04T04:08	2012/2013	10	69.8	7.0	340		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-04T05:47	2012/2013	11	69.0	7.5	310		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-04T09:14	2012/2013	12	68.0	9.8	290		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-04T10:42	2012/2013	13	67.5	10.2	280		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
189	2013-04-04T12:34	2012/2013	14	67.3	11.5	340		C	M	Convergence_Sim_to_Thorpex	-		1010	43	
190	2013-04-05T03:57	2012/2013	1	63.7	-3.0	300		C	F	-	-		1004	35	56
190	2013-04-05T05:37	2012/2013	2	63.5	-2.5			C	F	-	-		1004	35	56
190	2013-04-05T10:31	2012/2013	3	63.3	0.0	320		C	M	-	-		1004	35	56
190	2013-04-05T12:11	2012/2013	4	63.4	1.0	370		C	M	-	-		1004	35	56
190	2013-04-05T13:52	2012/2013	5	63.5	1.7	410		C	M	-	-		1004	35	56
190	2013-04-05T18:45	2012/2013	6	63.5	3.5	470		S	M	-	-		1004	35	56
190	2013-04-05T20:24	2012/2013	7	63.5	3.8	490		S	M	-	-		1004	35	56
190	2013-04-06T02:06	2012/2013	8	63.3	5.5	700		S	M	-	-		1004	35	56
190	2013-04-06T03:47	2012/2013	9	63.3	6.0	680		S	M	-	-		1004	35	56
190	2013-04-06T08:32	2012/2013	10	63.1	6.5			S	D	-	-		1004	35	56
190	2013-04-06T10:13	2012/2013	11	63.0	7.3	530		S	D	-	-		1004	35	56
190	2013-04-06T12:00	2012/2013	12	63.0	8.0			S	D	-	-		1004	35	56
191	2013-04-06T18:24	2012/2013	1	75.5	11.5	190		S	F	Small_Dual	-		1004	34	40
191	2013-04-07T01:55	2012/2013	2	73.7	14.5	250		U - S	F	Small_Dual	-		1004	34	40
191	2013-04-07T08:11	2012/2013	3	72.0	18.0	240		U - S	F	Small_Dual	-		1004	34	40
191	2013-04-07T10:10	2012/2013	4	71.5	19.0	290		S	M	Small_Dual	-		1004	34	40
191	2013-04-07T11:50	2012/2013	5	71.3	20.0	290		S	M	Small_Dual	-		1004	34	40
191	2013-04-07T13:19	2012/2013	6	71.0	21.0			-	M	Small_Dual	-		1004	34	40
192	2013-04-08T01:44	2012/2013	1	72.5	38.0	250		S	M	Multiple_Complex	-		1000		
192	2013-04-08T03:25	2012/2013	2	72.7	38.5	240		S	M	Multiple_Complex	-		1000		
192	2013-04-08T09:31	2012/2013	3	72.0	40.0	240		C - T	M	Multiple_Complex	-		1000		
192	2013-04-08T11:12	2012/2013	4	71.8	40.3	340		C	M	Multiple_Complex	-		1000		
192	2013-04-08T13:08	2012/2013	5	71.8	42.0			C	M	Multiple_Complex	-		1000		
192.b	2013-04-08T01:44	2012/2013	1	70.0	35.0	300		S	M	Multiple_Complex	-				
192.b	2013-04-08T03:25	2012/2013	2	70.0	37.0	330		S	M	Multiple_Complex	-				
192.b	2013-04-08T09:31	2012/2013	3	68.8	37.5	350		U	D	Multiple_Complex	-				
192.c	2013-04-08T09:31	2012/2013	1	73.5	35.0	240		C - W	M	Multiple_Complex	-				
192.c	2013-04-08T11:12	2012/2013	2	73.0	35.0	270		C - W	M	Multiple_Complex	-				
192.c	2013-04-08T13:08	2012/2013	3	72.0	36.0	250		C - W	M	Multiple_Complex	-				
192.c	2013-04-08T19:22	2012/2013	4	71.3	36.5	230		C	M	Multiple_Complex	-				
192.c	2013-04-09T01:33	2012/2013	5	69.9	40.0	240		C	M	Multiple_Complex	-				
192.c	2013-04-09T03:14	2012/2013	6	69.7	40.0	200		C	M	Multiple_Complex	-				
192.c	2013-04-09T04:54	2012/2013	7	69.2	40.0			-	M	Multiple_Complex	-				
192.c	2013-04-09T09:10	2012/2013	8	68.5	41.5	220		C	M	Multiple_Complex	-				
192.d	2013-04-09T01:33	2012/2013	1	72.0	23.5	200		C	M	Multiple_Complex	-				
192.d	2013-04-09T03:14	2012/2013	2	71.8	25.0	220		C	M	Multiple_Complex	-				
192.d	2013-04-09T04:54	2012/2013	3	71.5	26.0	230		C	M	Multiple_Complex	-				
192.d	2013-04-09T09:10	2012/2013	4	71.3	31.0	200		C	M	Multiple_Complex	-				
192.d	2013-04-09T12:30	2012/2013	5	71.0	34.5	250		C	M	Multiple_Complex	-				
192.d	2013-04-09T19:02	2012/2013	6	70.6	42.0	270		C	M	Multiple_Complex	-				
192.d	2013-04-10T01:22	2012/2013	7	70.0	50.0	330		C	M	Multiple_Complex	-				
192.d	2013-04-10T03:04	2012/2013	8	69.7	51.5			C	D	Multiple_Complex	-				
193	2013-10-25T12:13	2013/2014	1	76.5	22.0	370		C	F	Dual_Ending_synoptic	-		983	45	
193	2013-10-25T18:45	2013/2014	2	76.2	33.0	470		C	M	Dual_Ending_synoptic	-		983	45	
193	2013-10-26T00:44	2013/2014	3	75.4	40.0			C	M	Dual_Ending_synoptic	-		983	45	
193	2013-10-26T02:26	2013/2014	4	75.5	43.0	500		C	M	Dual_Ending_synoptic	-		983	45	
193	2013-10-26T04:32	2013/2014	5	75.5	46.0			C	M	Dual_Ending_synoptic	-		983	45	
193	2013-10-26T09:02	2013/2014	6	75.0	51.0	460		C - W	M	Dual_Ending_synoptic	-		983	45	
193	2013-10-26T10:40	2013/2014	7	74.5	52.5			C - W	M	Dual_Ending_synoptic	-		983	45	
193	2013-10-26T18:24	2013/2014	8	74.5	62.0			C	M	Dual_Ending_synoptic	-		983	45	
193	2013-10-27T00:58	2013/2014	9	74.0	70.5	830		S	M	Dual_Ending_synoptic	-		983	45	
193	2013-10-27T02:39	2013/2014	10	73.8	72.0			S	M	Dual_Ending_synoptic	-		983	45	
193	2013-10-27T08:51	2013/2014	11	73.5	80.0	820		S	M	Dual_Ending_synoptic	-		983	45	
193	2013-10-27T09:16	2013/2014	12	73.5	81.0			S	M	Dual_Ending_synoptic	-		983	45	
193.b	2013-10-26T04:32	2013/2014	1	73.5	47.0			C	M	Dual	-				
193.b	2013-10-26T09:02	2013/2014	2	73.5	53.5	570		C - W	M	Dual	-				
193.b	2013-10-26T10:40	2013/2014	3	73.8	56.5			C - W	M	Dual	-				
194	2013-11-18T18:48	2013/2014	1	72.0	20.0	550		S - W	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-18T20:27	2013/2014	2	72.3	22.0	520		S - W	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-19T01:26	2013/2014	3	73.5	23.5	410		T	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-19T03:07	2013/2014	4	74.0	23.0	400		T	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-19T04:47	2013/2014	5	73.5	18.0	530		C - W	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-19T06:26	2013/2014	6	73.5	20.0	490		C - W	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-19T08:36	2013/2014	7	73.8	21.5	490		C - W	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-19T09:42	2013/2014	8	73.5	22.0	460		C - W	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-19T11:21	2013/2014	9	74.0	22.5	450		S - W	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-19T13:01	2013/2014	10	74.2	23.0	550		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-19T18:28	2013/2014	11	74.0	23.0	590		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-19T20:07	2013/2014	12	74.2	22.5	600		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-20T01:15	2013/2014	13	74.0	23.5	720		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-20T02:56	2013/2014	14	73.5	23.0	750		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-20T04:36	2013/2014	15	73.5	25.0	900		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-20T08:14	2013/2014	16	72.5	26.0			S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-20T09:56	2013/2014	17	72.8	27.5	870		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-20T11:10	2013/2014	18	73.0	27.5	730		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-20T12:51	2013/2014	19	73.0	27.5			S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-20T19:46	2013/2014	20	72.0	31.5	490		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-21T01:04	2013/2014	21	70.0	35.0	410		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-21T02:45	2013/2014	22	69.5	37.0	400		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-21T04:43	2013/2014	23	69.1	38.0	350		S	M	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-21T09:21	2013/2014	24	68.3	44.0	240		C	D	Synoptic-->polar_low_dual	-		984	52	63
194	2013-11-21T11:00	2013/2014	25	68.1	44.5	230		C	D	Synoptic-->polar_low_dual	-		984	52	63
194.b	2013-11-18T18:48	2013/2014	1	74.5	6.5	220		C - W	M	Dual	-				
194.b	2013-11-18T20:27	2013/2014	2	74.0	8.0	250		C - W	M	Dual	-				
194.b	2013-11-19T01:26	2013/2014	3	74.0	7.0	220		C - W	M	Dual	-				
194.b	2013-11-19T03:07	2013/2014	4	73.8	8.0	200		C - W	M	Dual	-				
194.b	2013-11-19T04:47	2013/2014	5	73.5	7.0	220		C - W	D	Dual	-				
194.b	2013-11-19T06:26	2013/2014	6	73.2	8.0	180		C - W	D	Dual	-				
194.b	2013-11-19T08:36	2013/2014	7	73.8	10.5	180		C - W	D	Dual	-				
194.b	2013-11-19T09:42	2013/2014	8	73.8	10.0	160		C - W	D	Dual	-				
194.b	2013-11-19T11:21	2013/2014	9	73.2	10.0	110		C - W	D	Dual	-				
194.c	2013-11-20T19:46	2013/2014	1	75.8	15.0	200		C	M	Secondary_Weak_polar_mesocyclone_Uncertainties	-	X			
194.c	2013-11-21T01:04	2013/2014	2	74.8	17.0	100		S	M	Secondary_Weak_polar_mesocyclone_Uncertainties	-	X			
195	2013-11-20T02:56	2013/2014	1	71.7	35.0	400		C	M	Dual_Poor_models	-		?985		
195	2013-11-20T04:36	2013/2014	2	72.2	35.5			C	M	Dual_Poor_models	-		?985		
195	2013-11-20T08:14	2013/2014	3	72.0	37.0			C	M	Dual_Poor_models	-		?985		
195	2013-11-20T09:56	2013/2014	4	72.5	40.0	330		C	M	Dual_Poor_models	-		?985		
195	2013-11-20T11:10	2013/2014	5	72.5	40.3	390		C	M	Dual_Poor_models	-		?985		
195	2013-11-21T01:04	2013/2014	6	71.7	46.0	390		S - H	M	Dual_Poor_models	-		?985		
195	2013-11-21T02:45	2013/2014	7	71.8	47.0	420		S - H	M	Dual_Poor_models	-		?985		
195	2013-11-21T04:43	2013/2014	8	71.0	48.0	450		S - H	M	Dual_Poor_models	-		?985		
195	2013-11-21T09:21	2013/2014	9	70.0	50.5	310		S - H	D	Dual_Poor_models	-		?985		
195	2013-11-21T11:00	2013/2014	10	69.7	52.0	300		S - H	D	Dual_Poor_models	-		?985		
196	2013-11-23T18:45	2013/2014	1	74.8	13.5	390		S	M	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-23T20:24	2013/2014	2	74.1	14.0	470		S	M	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-24T00:31	2013/2014	3	73.0	17.5	440		S	M	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-24T02:13	2013/2014	4	73.0	18.2	360		S	M	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-24T03:53	2013/2014	5	73.0	20.0	340		S	M	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-24T05:33	2013/2014	6	72.5	20.0	340		S	M	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-24T08:32	2013/2014	7	71.7	21.5	410		S	M	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-24T10:13	2013/2014	8	71.5	22.0	420		S	M	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-24T12:07	2013/2014	9	70.5	23.5	400		S	M	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-24T18:25	2013/2014	10	67.5	26.0	440		S	D	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-24T20:04	2013/2014	11	67.0	28.5	420		S	D	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
196	2013-11-25T00:20	2013/2014	12	66.2	33.0	400		S	D	Synoptic-->meso_sirk.-->polar_low	-		977	41	#52
197	2013-11-25T05:22	2013/2014	1	76.0	11.0	130		C	F	Convergence	-		1000	50	
197	2013-11-25T09:52	2013/2014	2	76.0	12.5	170		C	F	Convergence	-		1000	50	
197	2013-11-25T10:17	2013/2014	3	76.0	12.7	200		C	F	Convergence	-		1000	50	
197	2013-11-25T11:33	2013/2014	4	75.5	14.5	190		C	M	Convergence	-		1000	50	
197	2013-11-25T11:56	2013/2014	5	75.3	15.0	240		C	M	Convergence	-		1000	50	
197	2013-11-25T13:37	2013/2014	6	75.1	16.5			C	M	Convergence	-		1000	50	
197	2013-11-25T19:43	2013/2014	7	74.0	17.5	450		S	M	Convergence	-		1000	50	
197	2013-11-26T01:51	2013/2014	8	72.9	21.5	750		S	D	Convergence	-		1000	50	
197	2013-11-26T03:32	2013/2014	9	72.7	22.5	710		S	D	Convergence	-		1000	50	
197	2013-11-26T05:11	2013/2014	10	72.5	25.0	650		S	D	Convergence	-		1000	50	
197	2013-11-26T09:32	2013/2014	11	72.0	26.0	450		S	D	Convergence	-		1000	50	
197	2013-11-26T11:12	2013/2014	12	71.8	26.5	470		S	D	Convergence	-		1000	50	
198	2013-11-29T18:21	2013/2014	1	72.5	30.5	470		C	F	PL/Convective_low_Multiple	-		968	40	
198	2013-11-29T20:00	2013/2014	2	72.2	32.0			C	F	PL/Convective_low_Multiple	-		968	40	
198	2013-11-30T01:07	2013/2014	3	72.0	37.0	500		C	M	PL/Convective_low_Multiple	-		968	40	
198	2013-11-30T02:48	2013/2014	4	71.7	39.5	610		C	M	PL/Convective_low_Multiple	-		968	40	
198	2013-11-30T04:42	2013/2014	5	71.5	42.0	590		C	M	PL/Convective_low_Multiple	-		968	40	
198	2013-11-30T08:08	2013/2014	6	71.5	44.5	560		C	M	PL/Convective_low_Multiple	-		968	40	
198	2013-11-30T09:24	2013/2014	7	72.0	45.5	600		C	M	PL/Convective_low_Multiple	-		968	40	
198	2013-11-30T11:02	2013/2014	8	72.5	47.5	630		C	M	PL/Convective_low_Multiple	-		968	40	
198.b	2013-11-29T20:00	2013/2014	1	76.4	36.5	150		C	F	Multiple	-				
198.b	2013-11-30T01:07	2013/2014	2	76.0	37.0	170		C - T	M	Multiple	-				
198.b	2013-11-30T02:48	2013/2014	3	75.7	38.0	210		S	M	Multiple	-				
198.b	2013-11-30T04:42	2013/2014	4	75.0	39.5	200		S	D	Multiple	-				
198.c	2013-11-29T09:34	2013/2014	1	77.0	45.0	210		C	F	Multiple	-				
198.c	2013-11-29T11:13	2013/2014	2	76.5	46.5	280		C	F	Multiple	-				
198.c	2013-11-29T18:21	2013/2014	3	76.5	47.0	300		C	M	Multiple	-				
198.c	2013-11-30T01:21	2013/2014	4	77.0	50.0	440		S	M	Multiple	-				
198.c	2013-11-30T03:02	2013/2014	5	77.5	50.0	400		S	M	Multiple	-				
198.c	2013-11-30T04:42	2013/2014	6	77.5	50.0	330		S	M	Multiple	-				
198.c	2013-11-30T09:24	2013/2014	7	77.0	56.0	290		C - W	M	Multiple	-				
198.c	2013-11-30T11:02	2013/2014	8	77.3	55.5	320		C - W	M	Multiple	-				
198.d	2013-11-30T09:24	2013/2014	1	77.7	52.5	240		C - W	M	Multiple	-				
198.d	2013-11-30T11:02	2013/2014	2	78.0	51.5	290		C - W	M	Multiple	-				
198.e	2013-11-30T09:24	2013/2014	1	74.5	41.0	270		C - W	M	Multiple	-				
198.e	2013-11-30T11:02	2013/2014	2	74.5	41.5	250		C - W	M	Multiple	-				
198.f	2013-11-30T09:24	2013/2014	1	78.0	44.5	140		C - W	M	Multiple	-				
198.f	2013-11-30T11:02	2013/2014	2	78.4	46.0	270		C - W	M	Multiple	-				
198.f	2013-11-30T19:40	2013/2014	3	78.2	41.0	410		S	M	Multiple	-				
198.f	2013-12-01T00:56	2013/2014	4	77.0	38.0			S	M	Multiple	-				
198.f	2013-12-01T02:37	2013/2014	5	76.7	37.0	350		S	M	Multiple	-				
198.f	2013-12-01T04:18	2013/2014	6	77.0	40.0	350		S	M	Multiple	-				
198.f	2013-12-01T09:13	2013/2014	7	74.8	35.0	310		S	M	Multiple	-				
198.f	2013-12-01T10:52	2013/2014	8	74.8	36.0	310		S	M	Multiple	-				
198.f	2013-12-01T19:19	2013/2014	9	71.8	40.5	310		S	D	Multiple	-				
198.f	2013-12-02T00:45	2013/2014	10	69.3	43.5			-	D	Multiple	-				
199	2013-12-07T12:24	2013/2014	1	72.3	24.0	310		C - W	F	Multiple	-		986	45	
199	2013-12-07T18:55	2013/2014	2	72.2	33.5	330		C - W	M	Multiple	-		986	45	
